source_file,Case_ID,Prompt_ID,Task_Type,Fold,y_true,template,permutation,M4_pred,M4_code,M4_code_scores,M4_score_margin
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0713,CT_019,multi_entity_context_tracking,1,2,P1,perm_213,2,A,"{""A"": -0.06785598397254944, ""B"": -2.7241060733795166, ""C"": -15.849105834960938}",2.65625
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0715,CT_020,multi_entity_context_tracking,0,1,P1,perm_213,2,A,"{""A"": -0.011475155130028725, ""B"": -4.480225086212158, ""C"": -9.448975563049316}",4.46875
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0716,CT_020,multi_entity_context_tracking,0,3,P1,perm_213,3,C,"{""A"": -4.113830089569092, ""B"": -5.645080089569092, ""C"": -0.020080139860510826}",4.09375
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0717,CT_020,multi_entity_context_tracking,0,2,P1,perm_213,2,A,"{""A"": -0.26347804069519043, ""B"": -1.7009780406951904, ""C"": -3.0134780406951904}",1.4375
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0718,CT_020,multi_entity_context_tracking,0,3,P1,perm_213,2,A,"{""A"": -0.2026040107011795, ""B"": -6.733853816986084, ""C"": -1.702604055404663}",1.5
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0719,CT_020,multi_entity_context_tracking,0,3,P1,perm_213,3,C,"{""A"": -3.805924654006958, ""B"": -6.149674892425537, ""C"": -0.024674678221344948}",3.78125
OOF_M4_SENS_T4_P1_perm_213.csv,CASE_0720,CT_020,multi_entity_context_tracking,0,2,P1,perm_213,2,A,"{""A"": -0.24739104509353638, ""B"": -1.5286409854888916, ""C"": -6.059891223907471}",1.28125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0002,SUM_001,summarisation,3,2,P1,cycle_231,3,B,"{""A"": -4.325249195098877, ""B"": -0.04399904981255531, ""C"": -3.512748956680298}",3.46875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0004,SUM_001,summarisation,3,3,P1,cycle_231,3,B,"{""A"": -5.787040710449219, ""B"": -0.005790483206510544, ""C"": -5.912040710449219}",5.78125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0005,SUM_001,summarisation,3,3,P1,cycle_231,3,B,"{""A"": -11.094223976135254, ""B"": -0.00047362555051222444, ""C"": -7.687973499298096}",7.6875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0006,SUM_001,summarisation,3,1,P1,cycle_231,2,A,"{""A"": -0.0172417089343071, ""B"": -4.079741477966309, ""C"": -8.610991477966309}",4.0625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0007,SUM_002,summarisation,4,1,P1,cycle_231,2,A,"{""A"": -0.0009472650708630681, ""B"": -6.96969747543335, ""C"": -11.875946998596191}",6.96875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0008,SUM_002,summarisation,4,2,P1,cycle_231,3,B,"{""A"": -4.882724761962891, ""B"": -0.0077247703447937965, ""C"": -9.03897476196289}",4.875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0010,SUM_002,summarisation,4,3,P1,cycle_231,3,B,"{""A"": -7.0674309730529785, ""B"": -0.004931192379444838, ""C"": -5.5049309730529785}",5.5
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0011,SUM_002,summarisation,4,3,P1,cycle_231,3,B,"{""A"": -9.937739372253418, ""B"": -0.00023934361524879932, ""C"": -8.562739372253418}",8.5625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0014,SUM_003,summarisation,1,2,P1,cycle_231,2,A,"{""A"": -0.002669225912541151, ""B"": -10.283919334411621, ""C"": -5.940169334411621}",5.9375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0016,SUM_003,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -5.345254898071289, ""B"": -0.03275495022535324, ""C"": -3.595254898071289}",3.5625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0017,SUM_003,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -4.11124324798584, ""B"": -0.017493361607193947, ""C"": -6.95499324798584}",4.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0020,SUM_004,summarisation,2,2,P1,cycle_231,3,B,"{""A"": -1.958251714706421, ""B"": -0.6145017147064209, ""C"": -1.145751714706421}",0.53125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0022,SUM_004,summarisation,2,3,P1,cycle_231,1,C,"{""A"": -1.7999439239501953, ""B"": -3.8624439239501953, ""C"": -0.2061939239501953}",1.59375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0023,SUM_004,summarisation,2,3,P1,cycle_231,3,B,"{""A"": -9.90641975402832, ""B"": -0.000169382052263245, ""C"": -9.03141975402832}",9.03125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0026,SUM_005,summarisation,4,2,P1,cycle_231,2,A,"{""A"": -0.3432373106479645, ""B"": -2.0619874000549316, ""C"": -1.811987280845642}",1.46875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0028,SUM_005,summarisation,4,3,P1,cycle_231,2,A,"{""A"": -0.05737674981355667, ""B"": -5.994876861572266, ""C"": -2.9323768615722656}",2.875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0029,SUM_005,summarisation,4,3,P1,cycle_231,3,B,"{""A"": -11.59402084350586, ""B"": -0.00027044929447583854, ""C"": -8.25027084350586}",8.25
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0030,SUM_005,summarisation,4,1,P1,cycle_231,2,A,"{""A"": -2.9802276912960224e-06, ""B"": -12.96875286102295, ""C"": -14.25000286102295}",12.96875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0031,SUM_006,summarisation,3,1,P1,cycle_231,2,A,"{""A"": -0.00011252723925281316, ""B"": -9.406362533569336, ""C"": -10.406362533569336}",9.40625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0032,SUM_006,summarisation,3,2,P1,cycle_231,2,A,"{""A"": -0.0033265987876802683, ""B"": -9.940826416015625, ""C"": -5.722076416015625}",5.71875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0034,SUM_006,summarisation,3,3,P1,cycle_231,1,C,"{""A"": -4.510926723480225, ""B"": -0.8546766042709351, ""C"": -0.5734266042709351}",0.28125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0035,SUM_006,summarisation,3,2,P1,cycle_231,3,B,"{""A"": -5.663110256195068, ""B"": -0.006860037334263325, ""C"": -5.694360256195068}",5.65625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0037,SUM_007,summarisation,1,2,P1,cycle_231,2,A,"{""A"": -0.578163743019104, ""B"": -0.828163743019104, ""C"": -6.1094136238098145}",0.25
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0038,SUM_007,summarisation,1,2,P1,cycle_231,3,B,"{""A"": -8.3452730178833, ""B"": -0.001522573409602046, ""C"": -6.657772541046143}",6.65625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0039,SUM_007,summarisation,1,2,P1,cycle_231,2,A,"{""A"": -0.009499466978013515, ""B"": -4.665749549865723, ""C"": -10.071999549865723}",4.65625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0040,SUM_007,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -2.890897750854492, ""B"": -0.1408977061510086, ""C"": -2.578397750854492}",2.4375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0041,SUM_007,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -9.875085830688477, ""B"": -8.570780482841656e-05, ""C"": -10.281335830688477}",9.875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0043,SUM_008,summarisation,2,1,P1,cycle_231,2,A,"{""A"": -4.51792984677013e-05, ""B"": -10.031294822692871, ""C"": -13.656294822692871}",10.03125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0044,SUM_008,summarisation,2,2,P1,cycle_231,2,A,"{""A"": -0.30169403553009033, ""B"": -1.4266940355300903, ""C"": -3.895443916320801}",1.125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0046,SUM_008,summarisation,2,3,P1,cycle_231,3,B,"{""A"": -1.4012292623519897, ""B"": -0.30747926235198975, ""C"": -3.9949793815612793}",1.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0047,SUM_008,summarisation,2,3,P1,cycle_231,3,B,"{""A"": -11.843765258789062, ""B"": -1.5020257706055418e-05, ""C"": -11.750015258789062}",11.75
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0048,SUM_008,summarisation,2,1,P1,cycle_231,2,A,"{""A"": -0.001650639227591455, ""B"": -6.407900810241699, ""C"": -13.9391508102417}",6.40625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0050,SUM_009,summarisation,0,2,P1,cycle_231,2,A,"{""A"": -0.0108872689306736, ""B"": -8.635887145996094, ""C"": -4.542137145996094}",4.53125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0051,SUM_009,summarisation,0,1,P1,cycle_231,2,A,"{""A"": -9.560128091834486e-05, ""B"": -9.46884536743164, ""C"": -10.90634536743164}",9.46875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0052,SUM_009,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -2.4727139472961426, ""B"": -0.22271382808685303, ""C"": -2.1602139472961426}",1.9375001192092896
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0053,SUM_009,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -13.312507629394531, ""B"": -7.271740287251305e-06, ""C"": -12.093757629394531}",12.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0055,SUM_010,summarisation,2,2,P1,cycle_231,3,B,"{""A"": -1.7024319171905518, ""B"": -0.20243188738822937, ""C"": -6.889931678771973}",1.5
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0056,SUM_010,summarisation,2,3,P1,cycle_231,3,B,"{""A"": -3.714878797531128, ""B"": -0.027378689497709274, ""C"": -5.933628559112549}",3.6875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0058,SUM_010,summarisation,2,3,P1,cycle_231,2,A,"{""A"": -0.27517983317375183, ""B"": -1.6501798629760742, ""C"": -3.025179862976074}",1.375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0059,SUM_010,summarisation,2,3,P1,cycle_231,3,B,"{""A"": -6.345935821533203, ""B"": -0.002186052966862917, ""C"": -7.752185821533203}",6.34375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0060,SUM_010,summarisation,2,1,P1,cycle_231,2,A,"{""A"": -0.0003660247311927378, ""B"": -7.9378662109375, ""C"": -11.6253662109375}",7.9375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0062,SUM_011,summarisation,0,2,P1,cycle_231,2,A,"{""A"": -4.649054244509898e-05, ""B"": -10.156296730041504, ""C"": -11.781296730041504}",10.15625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0064,SUM_011,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -5.410972595214844, ""B"": -0.0047227502800524235, ""C"": -8.317222595214844}",5.40625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0065,SUM_011,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -5.535382270812988, ""B"": -0.0041320668533444405, ""C"": -8.629132270812988}",5.53125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0067,SUM_012,summarisation,0,1,P1,cycle_231,2,A,"{""A"": -0.0030534095130860806, ""B"": -5.815553188323975, ""C"": -9.596803665161133}",5.8125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0068,SUM_012,summarisation,0,2,P1,cycle_231,2,A,"{""A"": -0.029266495257616043, ""B"": -7.779266357421875, ""C"": -3.560516595840454}",3.53125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0070,SUM_012,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -4.894184112548828, ""B"": -0.42543429136276245, ""C"": -1.0816843509674072}",0.6562500596046448
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0071,SUM_012,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -7.313330173492432, ""B"": -0.0008301864145323634, ""C"": -8.71958065032959}",7.3125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0073,SUM_013,summarisation,1,2,P1,cycle_231,2,A,"{""A"": -0.00017820201173890382, ""B"": -8.656428337097168, ""C"": -12.375178337097168}",8.65625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0074,SUM_013,summarisation,1,3,P1,cycle_231,2,A,"{""A"": -0.3684651851654053, ""B"": -1.3372151851654053, ""C"": -3.0872151851654053}",0.96875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0075,SUM_013,summarisation,1,2,P1,cycle_231,2,A,"{""A"": -6.711257447022945e-05, ""B"": -9.718816757202148, ""C"": -11.875066757202148}",9.71875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0076,SUM_013,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -3.382385015487671, ""B"": -0.0386350043118, ""C"": -5.538634777069092}",3.34375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0077,SUM_013,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -4.110495567321777, ""B"": -0.01674548164010048, ""C"": -8.485495567321777}",4.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0078,SUM_013,summarisation,1,2,P1,cycle_231,2,A,"{""A"": -1.3708974620385561e-05, ""B"": -12.09376335144043, ""C"": -11.71876335144043}",11.71875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0079,SUM_014,summarisation,1,1,P1,cycle_231,2,A,"{""A"": -0.0473274290561676, ""B"": -3.0785775184631348, ""C"": -8.516077041625977}",3.03125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0081,SUM_014,summarisation,1,1,P1,cycle_231,2,A,"{""A"": -0.004254338331520557, ""B"": -5.473004341125488, ""C"": -9.973004341125488}",5.46875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0082,SUM_014,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -3.6464791297912598, ""B"": -0.052729200571775436, ""C"": -3.6777291297912598}",3.59375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0083,SUM_014,summarisation,1,3,P1,cycle_231,3,B,"{""A"": -9.750126838684082, ""B"": -0.0001264730526600033, ""C"": -9.593876838684082}",9.59375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0084,SUM_014,summarisation,1,1,P1,cycle_231,2,A,"{""A"": -0.0007820646860636771, ""B"": -7.157032012939453, ""C"": -12.938282012939453}",7.15625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0086,SUM_015,summarisation,0,2,P1,cycle_231,2,A,"{""A"": -0.014202821999788284, ""B"": -4.45170259475708, ""C"": -6.01420259475708}",4.4375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0088,SUM_015,summarisation,0,3,P1,cycle_231,3,B,"{""A"": -2.9006056785583496, ""B"": -0.05685567483305931, ""C"": -8.181855201721191}",2.84375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0089,SUM_015,summarisation,0,2,P1,cycle_231,3,B,"{""A"": -2.267089605331421, ""B"": -0.11083954572677612, ""C"": -6.642089366912842}",2.15625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0091,SUM_016,summarisation,3,1,P1,cycle_231,2,A,"{""A"": -0.050195347517728806, ""B"": -3.0189454555511475, ""C"": -9.175195693969727}",2.96875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0092,SUM_016,summarisation,3,2,P1,cycle_231,2,A,"{""A"": -0.0031166335102170706, ""B"": -8.409366607666016, ""C"": -5.846866607666016}",5.84375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0094,SUM_016,summarisation,3,3,P1,cycle_231,3,B,"{""A"": -7.1886444091796875, ""B"": -0.03239447623491287, ""C"": -3.4698944091796875}",3.4375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0095,SUM_016,summarisation,3,3,P1,cycle_231,3,B,"{""A"": -7.594483852386475, ""B"": -0.0007338214782066643, ""C"": -8.375733375549316}",7.59375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0097,SUM_017,summarisation,3,2,P1,cycle_231,2,A,"{""A"": -0.012479785829782486, ""B"": -4.418729782104492, ""C"": -7.949979782104492}",4.40625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0098,SUM_017,summarisation,3,2,P1,cycle_231,3,B,"{""A"": -1.9685662984848022, ""B"": -0.18731628358364105, ""C"": -3.4685661792755127}",1.78125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0099,SUM_017,summarisation,3,1,P1,cycle_231,2,A,"{""A"": -0.0001436368766007945, ""B"": -8.937644004821777, ""C"": -11.312644004821777}",8.9375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0100,SUM_017,summarisation,3,3,P1,cycle_231,3,B,"{""A"": -2.406428575515747, ""B"": -0.1564284861087799, ""C"": -2.906428575515747}",2.25
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0101,SUM_017,summarisation,3,3,P1,cycle_231,3,B,"{""A"": -10.187542915344238, ""B"": -4.339123915997334e-05, ""C"": -12.062542915344238}",10.1875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0103,SUM_018,summarisation,2,1,P1,cycle_231,2,A,"{""A"": -0.00017069313616957515, ""B"": -8.687670707702637, ""C"": -13.125170707702637}",8.6875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0104,SUM_018,summarisation,2,2,P1,cycle_231,2,A,"{""A"": -0.5763143301010132, ""B"": -0.8263143301010132, ""C"": -7.888814449310303}",0.25
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0105,SUM_018,summarisation,2,1,P1,cycle_231,2,A,"{""A"": -0.0011207734933122993, ""B"": -6.813620567321777, ""C"": -10.751120567321777}",6.8125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0106,SUM_018,summarisation,2,3,P1,cycle_231,2,A,"{""A"": -0.008739436976611614, ""B"": -4.789989471435547, ""C"": -7.852489471435547}",4.78125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0107,SUM_018,summarisation,2,3,P1,cycle_231,3,B,"{""A"": -2.8574395179748535, ""B"": -0.07618945091962814, ""C"": -4.1386895179748535}",2.78125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0110,SUM_019,summarisation,4,2,P1,cycle_231,2,A,"{""A"": -0.0029179160483181477, ""B"": -6.034167766571045, ""C"": -7.565417766571045}",6.03125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0112,SUM_019,summarisation,4,3,P1,cycle_231,3,B,"{""A"": -2.0737924575805664, ""B"": -0.5112923979759216, ""C"": -1.2925424575805664}",0.7812500596046448
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0113,SUM_019,summarisation,4,3,P1,cycle_231,3,B,"{""A"": -12.21878433227539, ""B"": -3.421248038648628e-05, ""C"": -10.43753433227539}",10.4375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0114,SUM_019,summarisation,4,1,P1,cycle_231,2,A,"{""A"": -0.002086011925712228, ""B"": -6.189586162567139, ""C"": -10.31458568572998}",6.1875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0115,SUM_020,summarisation,4,2,P1,cycle_231,2,A,"{""A"": -0.00019572250312194228, ""B"": -8.625195503234863, ""C"": -11.031445503234863}",8.625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0116,SUM_020,summarisation,4,2,P1,cycle_231,2,A,"{""A"": -0.0022109129931777716, ""B"": -10.56471061706543, ""C"": -6.127211093902588}",6.125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0118,SUM_020,summarisation,4,3,P1,cycle_231,1,C,"{""A"": -2.384087085723877, ""B"": -0.8215870261192322, ""C"": -0.7590870261192322}",0.0625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0119,SUM_020,summarisation,4,2,P1,cycle_231,3,B,"{""A"": -3.9574050903320312, ""B"": -0.019904982298612595, ""C"": -7.426155090332031}",3.9375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0120,SUM_020,summarisation,4,2,P1,cycle_231,2,A,"{""A"": -0.00016068121476564556, ""B"": -8.781410217285156, ""C"": -11.843910217285156}",8.78125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0122,QA_001,question_answering,3,2,P1,cycle_231,2,A,"{""A"": -0.0009045085171237588, ""B"": -7.313404560089111, ""C"": -8.344654083251953}",7.3125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0123,QA_001,question_answering,3,2,P1,cycle_231,2,A,"{""A"": -0.0210251584649086, ""B"": -4.05227518081665, ""C"": -5.67727518081665}",4.03125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0124,QA_001,question_answering,3,3,P1,cycle_231,2,A,"{""A"": -0.00013279033009894192, ""B"": -9.53138256072998, ""C"": -9.71888256072998}",9.53125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0125,QA_001,question_answering,3,3,P1,cycle_231,2,A,"{""A"": -0.008179381489753723, ""B"": -8.008179664611816, ""C"": -4.851929187774658}",4.84375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0130,QA_002,question_answering,4,3,P1,cycle_231,3,B,"{""A"": -1.277732253074646, ""B"": -0.465232253074646, ""C"": -2.3714823722839355}",0.8125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0131,QA_002,question_answering,4,3,P1,cycle_231,3,B,"{""A"": -8.094151496887207, ""B"": -0.00040141629870049655, ""C"": -9.250401496887207}",8.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0136,QA_003,question_answering,4,3,P1,cycle_231,3,B,"{""A"": -2.9358558654785156, ""B"": -0.06085594370961189, ""C"": -5.123355865478516}",2.875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0137,QA_003,question_answering,4,3,P1,cycle_231,3,B,"{""A"": -8.808523178100586, ""B"": -0.02727324888110161, ""C"": -3.621023178100586}",3.59375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0139,QA_004,question_answering,1,3,P1,cycle_231,3,B,"{""A"": -16.906251907348633, ""B"": -2.7418097943154862e-06, ""C"": -12.81250286102295}",12.8125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0140,QA_004,question_answering,1,2,P1,cycle_231,2,A,"{""A"": -0.00013076403411105275, ""B"": -11.812630653381348, ""C"": -9.000130653381348}",9.0
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0141,QA_004,question_answering,1,2,P1,cycle_231,2,A,"{""A"": -0.016636569052934647, ""B"": -9.235386848449707, ""C"": -4.110386371612549}",4.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0142,QA_004,question_answering,1,3,P1,cycle_231,1,C,"{""A"": -1.527408480644226, ""B"": -6.808658599853516, ""C"": -0.24615852534770966}",1.28125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0143,QA_004,question_answering,1,3,P1,cycle_231,2,A,"{""A"": -0.16509070992469788, ""B"": -8.633840560913086, ""C"": -1.8838406801223755}",1.71875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0144,QA_004,question_answering,1,2,P1,cycle_231,2,A,"{""A"": -0.002680401550605893, ""B"": -10.002680778503418, ""C"": -5.94018030166626}",5.9375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0148,QA_005,question_answering,4,3,P1,cycle_231,1,C,"{""A"": -3.2449262142181396, ""B"": -2.0574262142181396, ""C"": -0.18242619931697845}",1.875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0149,QA_005,question_answering,4,2,P1,cycle_231,3,B,"{""A"": -10.62508487701416, ""B"": -8.451581379631534e-05, ""C"": -9.71883487701416}",9.71875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0151,QA_006,question_answering,0,3,P1,cycle_231,1,C,"{""A"": -1.8427343368530273, ""B"": -2.7802343368530273, ""C"": -0.24898429214954376}",1.59375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0154,QA_006,question_answering,0,3,P1,cycle_231,3,B,"{""A"": -4.181704521179199, ""B"": -0.02545442432165146, ""C"": -4.619204521179199}",4.15625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0155,QA_006,question_answering,0,2,P1,cycle_231,3,B,"{""A"": -4.553591251373291, ""B"": -0.022341229021549225, ""C"": -4.459841251373291}",4.4375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0156,QA_006,question_answering,0,2,P1,cycle_231,2,A,"{""A"": -0.14327821135520935, ""B"": -2.049528121948242, ""C"": -5.362028121948242}",1.9062498807907104
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0160,QA_007,question_answering,2,3,P1,cycle_231,3,B,"{""A"": -1.2361526489257812, ""B"": -0.6736525893211365, ""C"": -1.6111526489257812}",0.5625000596046448
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0161,QA_007,question_answering,2,3,P1,cycle_231,3,B,"{""A"": -4.523420810699463, ""B"": -0.02342071942985058, ""C"": -4.398420810699463}",4.375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0166,QA_008,question_answering,2,3,P1,cycle_231,3,B,"{""A"": -9.562580108642578, ""B"": -8.046303264563903e-05, ""C"": -11.500080108642578}",9.5625
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0167,QA_008,question_answering,2,3,P1,cycle_231,3,B,"{""A"": -3.318338394165039, ""B"": -0.037088342010974884, ""C"": -8.537088394165039}",3.28125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0170,QA_009,question_answering,3,3,P1,cycle_231,3,B,"{""A"": -5.774995803833008, ""B"": -0.14999599754810333, ""C"": -1.993746042251587}",1.84375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0172,QA_009,question_answering,3,3,P1,cycle_231,2,A,"{""A"": -0.6110130548477173, ""B"": -0.8297630548477173, ""C"": -3.8610129356384277}",0.21875
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0173,QA_009,question_answering,3,1,P1,cycle_231,2,A,"{""A"": -0.007855711504817009, ""B"": -11.601605415344238, ""C"": -4.8516058921813965}",4.84375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0178,QA_010,question_answering,3,3,P1,cycle_231,1,C,"{""A"": -3.1210527420043945, ""B"": -0.871052622795105, ""C"": -0.621052622795105}",0.25
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0179,QA_010,question_answering,3,2,P1,cycle_231,3,B,"{""A"": -7.844150066375732, ""B"": -0.0004002247005701065, ""C"": -11.71915054321289}",7.84375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0183,QA_011,question_answering,2,2,P1,cycle_231,3,B,"{""A"": -4.3788228034973145, ""B"": -0.12882263958454132, ""C"": -2.2225725650787354}",2.09375
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0184,QA_011,question_answering,2,3,P1,cycle_231,2,A,"{""A"": -0.0739297866821289, ""B"": -2.886429786682129, ""C"": -4.167679786682129}",2.8125
OOF_M4_SENS_T4_P1_cycle_231.csv,CASE_0185,QA_011,question_answering,2,3,P1,cycle_231,3,B,"{""A"": -14.750017166137695, ""B"": -1.7046782886609435e-05, ""C"": -11.000017166137695}",11.0
