Case_ID,Prompt_ID,y_true,pred,target,metadata
CASE_0596,SG_020,0,0,T1,task_only
CASE_0597,SG_020,1,0,T1,task_only
CASE_0598,SG_020,1,0,T1,task_only
CASE_0599,SG_020,1,0,T1,task_only
CASE_0600,SG_020,1,0,T1,task_only
CASE_0601,CT_001,1,0,T1,task_only
CASE_0602,CT_001,1,0,T1,task_only
CASE_0603,CT_001,1,0,T1,task_only
CASE_0604,CT_001,1,0,T1,task_only
CASE_0605,CT_001,1,0,T1,task_only
CASE_0606,CT_001,0,0,T1,task_only
CASE_0607,CT_002,0,1,T1,task_only
CASE_0608,CT_002,1,1,T1,task_only
CASE_0609,CT_002,1,1,T1,task_only
CASE_0610,CT_002,1,1,T1,task_only
CASE_0611,CT_002,1,1,T1,task_only
CASE_0612,CT_002,0,1,T1,task_only
CASE_0613,CT_003,1,1,T1,task_only
CASE_0614,CT_003,1,1,T1,task_only
CASE_0615,CT_003,0,1,T1,task_only
CASE_0616,CT_003,1,1,T1,task_only
CASE_0617,CT_003,1,1,T1,task_only
CASE_0618,CT_003,0,1,T1,task_only
CASE_0619,CT_004,1,0,T1,task_only
CASE_0620,CT_004,1,0,T1,task_only
CASE_0621,CT_004,1,0,T1,task_only
CASE_0622,CT_004,1,0,T1,task_only
CASE_0623,CT_004,1,0,T1,task_only
CASE_0624,CT_004,0,0,T1,task_only
CASE_0625,CT_005,0,1,T1,task_only
CASE_0626,CT_005,1,1,T1,task_only
CASE_0627,CT_005,1,1,T1,task_only
CASE_0628,CT_005,1,1,T1,task_only
CASE_0629,CT_005,1,1,T1,task_only
CASE_0630,CT_005,0,1,T1,task_only
CASE_0631,CT_006,0,1,T1,task_only
CASE_0632,CT_006,1,1,T1,task_only
CASE_0633,CT_006,0,1,T1,task_only
CASE_0634,CT_006,1,1,T1,task_only
CASE_0635,CT_006,1,1,T1,task_only
CASE_0636,CT_006,0,1,T1,task_only
CASE_0637,CT_007,0,1,T1,task_only
CASE_0638,CT_007,1,1,T1,task_only
CASE_0639,CT_007,0,1,T1,task_only
CASE_0640,CT_007,1,1,T1,task_only
CASE_0641,CT_007,1,1,T1,task_only
CASE_0642,CT_007,0,1,T1,task_only
CASE_0643,CT_008,0,1,T1,task_only
CASE_0644,CT_008,1,1,T1,task_only
CASE_0645,CT_008,1,1,T1,task_only
CASE_0646,CT_008,1,1,T1,task_only
CASE_0647,CT_008,1,1,T1,task_only
CASE_0648,CT_008,0,1,T1,task_only
CASE_0649,CT_009,1,1,T1,task_only
CASE_0650,CT_009,0,1,T1,task_only
CASE_0651,CT_009,0,1,T1,task_only
CASE_0652,CT_009,1,1,T1,task_only
CASE_0653,CT_009,1,1,T1,task_only
CASE_0654,CT_009,0,1,T1,task_only
CASE_0655,CT_010,0,0,T1,task_only
CASE_0656,CT_010,1,0,T1,task_only
CASE_0657,CT_010,0,0,T1,task_only
CASE_0658,CT_010,1,0,T1,task_only
CASE_0659,CT_010,1,0,T1,task_only
CASE_0660,CT_010,1,0,T1,task_only
CASE_0661,CT_011,1,1,T1,task_only
CASE_0662,CT_011,1,1,T1,task_only
CASE_0663,CT_011,1,1,T1,task_only
CASE_0664,CT_011,1,1,T1,task_only
CASE_0665,CT_011,1,1,T1,task_only
CASE_0666,CT_011,1,1,T1,task_only
CASE_0667,CT_012,0,1,T1,task_only
CASE_0668,CT_012,1,1,T1,task_only
CASE_0669,CT_012,1,1,T1,task_only
CASE_0670,CT_012,1,1,T1,task_only
CASE_0671,CT_012,1,1,T1,task_only
CASE_0672,CT_012,0,1,T1,task_only
CASE_0673,CT_013,1,0,T1,task_only
CASE_0674,CT_013,1,0,T1,task_only
CASE_0675,CT_013,1,0,T1,task_only
CASE_0676,CT_013,1,0,T1,task_only
CASE_0677,CT_013,1,0,T1,task_only
CASE_0678,CT_013,1,0,T1,task_only
CASE_0679,CT_014,0,1,T1,task_only
CASE_0680,CT_014,1,1,T1,task_only
CASE_0681,CT_014,1,1,T1,task_only
CASE_0682,CT_014,1,1,T1,task_only
CASE_0683,CT_014,1,1,T1,task_only
CASE_0684,CT_014,0,1,T1,task_only
CASE_0685,CT_015,0,1,T1,task_only
CASE_0686,CT_015,1,1,T1,task_only
CASE_0687,CT_015,1,1,T1,task_only
CASE_0688,CT_015,1,1,T1,task_only
CASE_0689,CT_015,1,1,T1,task_only
CASE_0690,CT_015,0,1,T1,task_only
CASE_0691,CT_016,0,1,T1,task_only
CASE_0692,CT_016,1,1,T1,task_only
CASE_0693,CT_016,1,1,T1,task_only
CASE_0694,CT_016,1,1,T1,task_only
CASE_0695,CT_016,1,1,T1,task_only
CASE_0696,CT_016,0,1,T1,task_only
CASE_0697,CT_017,0,1,T1,task_only
CASE_0698,CT_017,1,1,T1,task_only
CASE_0699,CT_017,0,1,T1,task_only
CASE_0700,CT_017,1,1,T1,task_only
CASE_0701,CT_017,1,1,T1,task_only
CASE_0702,CT_017,0,1,T1,task_only
CASE_0703,CT_018,0,1,T1,task_only
CASE_0704,CT_018,0,1,T1,task_only
CASE_0705,CT_018,0,1,T1,task_only
CASE_0706,CT_018,1,1,T1,task_only
CASE_0707,CT_018,1,1,T1,task_only
CASE_0708,CT_018,0,1,T1,task_only
CASE_0709,CT_019,0,1,T1,task_only
CASE_0710,CT_019,1,1,T1,task_only
CASE_0711,CT_019,0,1,T1,task_only
CASE_0712,CT_019,1,1,T1,task_only
CASE_0713,CT_019,1,1,T1,task_only
CASE_0714,CT_019,0,1,T1,task_only
CASE_0715,CT_020,1,1,T1,task_only
CASE_0716,CT_020,1,1,T1,task_only
CASE_0717,CT_020,1,1,T1,task_only
CASE_0718,CT_020,1,1,T1,task_only
CASE_0719,CT_020,1,1,T1,task_only
CASE_0720,CT_020,1,1,T1,task_only
CASE_0001,SUM_001,0,0,T1,generator_only
CASE_0002,SUM_001,1,1,T1,generator_only
CASE_0003,SUM_001,0,0,T1,generator_only
CASE_0004,SUM_001,1,1,T1,generator_only
CASE_0005,SUM_001,1,1,T1,generator_only
CASE_0006,SUM_001,1,0,T1,generator_only
CASE_0007,SUM_002,1,0,T1,generator_only
CASE_0008,SUM_002,1,1,T1,generator_only
CASE_0009,SUM_002,0,0,T1,generator_only
CASE_0010,SUM_002,1,1,T1,generator_only
CASE_0011,SUM_002,1,1,T1,generator_only
CASE_0012,SUM_002,0,0,T1,generator_only
CASE_0013,SUM_003,0,0,T1,generator_only
CASE_0014,SUM_003,1,1,T1,generator_only
CASE_0015,SUM_003,0,0,T1,generator_only
CASE_0016,SUM_003,1,1,T1,generator_only
CASE_0017,SUM_003,1,1,T1,generator_only
CASE_0018,SUM_003,0,0,T1,generator_only
CASE_0019,SUM_004,0,0,T1,generator_only
CASE_0020,SUM_004,1,1,T1,generator_only
CASE_0021,SUM_004,0,0,T1,generator_only
CASE_0022,SUM_004,1,1,T1,generator_only
CASE_0023,SUM_004,1,1,T1,generator_only
CASE_0024,SUM_004,0,0,T1,generator_only
CASE_0025,SUM_005,0,0,T1,generator_only
CASE_0026,SUM_005,1,1,T1,generator_only
CASE_0027,SUM_005,0,0,T1,generator_only
CASE_0028,SUM_005,1,1,T1,generator_only
CASE_0029,SUM_005,1,1,T1,generator_only
CASE_0030,SUM_005,1,0,T1,generator_only
CASE_0031,SUM_006,1,0,T1,generator_only
CASE_0032,SUM_006,1,1,T1,generator_only
CASE_0033,SUM_006,0,0,T1,generator_only
CASE_0034,SUM_006,1,1,T1,generator_only
CASE_0035,SUM_006,1,1,T1,generator_only
CASE_0036,SUM_006,0,0,T1,generator_only
CASE_0037,SUM_007,1,0,T1,generator_only
CASE_0038,SUM_007,1,1,T1,generator_only
CASE_0039,SUM_007,1,0,T1,generator_only
CASE_0040,SUM_007,1,1,T1,generator_only
CASE_0041,SUM_007,1,1,T1,generator_only
CASE_0042,SUM_007,0,0,T1,generator_only
CASE_0043,SUM_008,1,0,T1,generator_only
CASE_0044,SUM_008,1,1,T1,generator_only
CASE_0045,SUM_008,0,0,T1,generator_only
CASE_0046,SUM_008,1,1,T1,generator_only
CASE_0047,SUM_008,1,1,T1,generator_only
CASE_0048,SUM_008,1,0,T1,generator_only
CASE_0049,SUM_009,0,0,T1,generator_only
CASE_0050,SUM_009,1,1,T1,generator_only
CASE_0051,SUM_009,1,0,T1,generator_only
CASE_0052,SUM_009,1,1,T1,generator_only
CASE_0053,SUM_009,1,1,T1,generator_only
CASE_0054,SUM_009,0,0,T1,generator_only
CASE_0055,SUM_010,1,0,T1,generator_only
CASE_0056,SUM_010,1,1,T1,generator_only
CASE_0057,SUM_010,0,0,T1,generator_only
CASE_0058,SUM_010,1,1,T1,generator_only
CASE_0059,SUM_010,1,1,T1,generator_only
CASE_0060,SUM_010,1,0,T1,generator_only
CASE_0061,SUM_011,0,0,T1,generator_only
CASE_0062,SUM_011,1,1,T1,generator_only
CASE_0063,SUM_011,0,0,T1,generator_only
CASE_0064,SUM_011,1,1,T1,generator_only
CASE_0065,SUM_011,1,1,T1,generator_only
CASE_0066,SUM_011,0,0,T1,generator_only
CASE_0067,SUM_012,1,0,T1,generator_only
CASE_0068,SUM_012,1,1,T1,generator_only
CASE_0069,SUM_012,0,0,T1,generator_only
CASE_0070,SUM_012,1,1,T1,generator_only
CASE_0071,SUM_012,1,1,T1,generator_only
CASE_0072,SUM_012,0,0,T1,generator_only
CASE_0073,SUM_013,1,0,T1,generator_only
CASE_0074,SUM_013,1,1,T1,generator_only
CASE_0075,SUM_013,1,0,T1,generator_only
CASE_0076,SUM_013,1,1,T1,generator_only
CASE_0077,SUM_013,1,1,T1,generator_only
CASE_0078,SUM_013,1,0,T1,generator_only
CASE_0079,SUM_014,1,0,T1,generator_only
CASE_0080,SUM_014,0,1,T1,generator_only
CASE_0081,SUM_014,1,0,T1,generator_only
CASE_0082,SUM_014,1,1,T1,generator_only
CASE_0083,SUM_014,1,1,T1,generator_only
CASE_0084,SUM_014,1,0,T1,generator_only
CASE_0085,SUM_015,0,0,T1,generator_only
CASE_0086,SUM_015,1,1,T1,generator_only
CASE_0087,SUM_015,0,0,T1,generator_only
CASE_0088,SUM_015,1,1,T1,generator_only
CASE_0089,SUM_015,1,1,T1,generator_only
CASE_0090,SUM_015,0,0,T1,generator_only
CASE_0091,SUM_016,1,0,T1,generator_only
CASE_0092,SUM_016,1,1,T1,generator_only
CASE_0093,SUM_016,0,0,T1,generator_only
CASE_0094,SUM_016,1,1,T1,generator_only
CASE_0095,SUM_016,1,1,T1,generator_only
CASE_0096,SUM_016,0,0,T1,generator_only
CASE_0097,SUM_017,1,0,T1,generator_only
CASE_0098,SUM_017,1,1,T1,generator_only
CASE_0099,SUM_017,1,0,T1,generator_only
CASE_0100,SUM_017,1,1,T1,generator_only
CASE_0101,SUM_017,1,1,T1,generator_only
CASE_0102,SUM_017,0,0,T1,generator_only
CASE_0103,SUM_018,1,0,T1,generator_only
CASE_0104,SUM_018,1,1,T1,generator_only
CASE_0105,SUM_018,1,0,T1,generator_only
CASE_0106,SUM_018,1,1,T1,generator_only
CASE_0107,SUM_018,1,1,T1,generator_only
CASE_0108,SUM_018,0,0,T1,generator_only
CASE_0109,SUM_019,0,0,T1,generator_only
CASE_0110,SUM_019,1,1,T1,generator_only
CASE_0111,SUM_019,0,0,T1,generator_only
CASE_0112,SUM_019,1,1,T1,generator_only
CASE_0113,SUM_019,1,1,T1,generator_only
CASE_0114,SUM_019,1,0,T1,generator_only
CASE_0115,SUM_020,1,0,T1,generator_only
CASE_0116,SUM_020,1,1,T1,generator_only
CASE_0117,SUM_020,0,0,T1,generator_only
CASE_0118,SUM_020,1,1,T1,generator_only
CASE_0119,SUM_020,1,1,T1,generator_only
CASE_0120,SUM_020,1,0,T1,generator_only
CASE_0121,QA_001,0,0,T1,generator_only
CASE_0122,QA_001,1,1,T1,generator_only
CASE_0123,QA_001,1,0,T1,generator_only
CASE_0124,QA_001,1,1,T1,generator_only
CASE_0125,QA_001,1,1,T1,generator_only
CASE_0126,QA_001,0,0,T1,generator_only
CASE_0127,QA_002,0,0,T1,generator_only
CASE_0128,QA_002,0,1,T1,generator_only
CASE_0129,QA_002,0,0,T1,generator_only
CASE_0130,QA_002,1,1,T1,generator_only
CASE_0131,QA_002,1,1,T1,generator_only
CASE_0132,QA_002,0,0,T1,generator_only
CASE_0133,QA_003,0,0,T1,generator_only
CASE_0134,QA_003,0,1,T1,generator_only
CASE_0135,QA_003,0,0,T1,generator_only
CASE_0136,QA_003,1,1,T1,generator_only
CASE_0137,QA_003,1,1,T1,generator_only
CASE_0138,QA_003,0,0,T1,generator_only
CASE_0139,QA_004,1,0,T1,generator_only
CASE_0140,QA_004,1,1,T1,generator_only
CASE_0141,QA_004,1,0,T1,generator_only
CASE_0142,QA_004,1,1,T1,generator_only
CASE_0143,QA_004,1,1,T1,generator_only
CASE_0144,QA_004,1,0,T1,generator_only
CASE_0145,QA_005,0,0,T1,generator_only
CASE_0146,QA_005,0,1,T1,generator_only
CASE_0147,QA_005,0,0,T1,generator_only
CASE_0148,QA_005,1,1,T1,generator_only
CASE_0149,QA_005,1,1,T1,generator_only
CASE_0150,QA_005,0,0,T1,generator_only
CASE_0151,QA_006,1,0,T1,generator_only
CASE_0152,QA_006,0,1,T1,generator_only
CASE_0153,QA_006,0,0,T1,generator_only
CASE_0154,QA_006,1,1,T1,generator_only
CASE_0155,QA_006,1,1,T1,generator_only
CASE_0156,QA_006,1,0,T1,generator_only
CASE_0157,QA_007,0,0,T1,generator_only
CASE_0158,QA_007,0,1,T1,generator_only
CASE_0159,QA_007,0,0,T1,generator_only
CASE_0160,QA_007,1,1,T1,generator_only
CASE_0161,QA_007,1,1,T1,generator_only
CASE_0162,QA_007,0,0,T1,generator_only
CASE_0163,QA_008,0,0,T1,generator_only
CASE_0164,QA_008,0,1,T1,generator_only
CASE_0165,QA_008,0,0,T1,generator_only
CASE_0166,QA_008,1,1,T1,generator_only
CASE_0167,QA_008,1,1,T1,generator_only
CASE_0168,QA_008,0,0,T1,generator_only
CASE_0169,QA_009,0,0,T1,generator_only
CASE_0170,QA_009,1,1,T1,generator_only
CASE_0171,QA_009,0,0,T1,generator_only
CASE_0172,QA_009,1,1,T1,generator_only
CASE_0173,QA_009,1,1,T1,generator_only
CASE_0174,QA_009,0,0,T1,generator_only
CASE_0175,QA_010,0,0,T1,generator_only
CASE_0176,QA_010,0,1,T1,generator_only
CASE_0177,QA_010,0,0,T1,generator_only
CASE_0178,QA_010,1,1,T1,generator_only
CASE_0179,QA_010,1,1,T1,generator_only
CASE_0180,QA_010,0,0,T1,generator_only
CASE_0181,QA_011,0,0,T1,generator_only
CASE_0182,QA_011,0,1,T1,generator_only
CASE_0183,QA_011,1,0,T1,generator_only
CASE_0184,QA_011,1,1,T1,generator_only
CASE_0185,QA_011,1,1,T1,generator_only
CASE_0186,QA_011,0,0,T1,generator_only
CASE_0187,QA_012,0,0,T1,generator_only
CASE_0188,QA_012,0,1,T1,generator_only
CASE_0189,QA_012,0,0,T1,generator_only
CASE_0190,QA_012,1,1,T1,generator_only
CASE_0191,QA_012,1,1,T1,generator_only
CASE_0192,QA_012,1,0,T1,generator_only
CASE_0193,QA_013,0,0,T1,generator_only
CASE_0194,QA_013,0,1,T1,generator_only
CASE_0195,QA_013,1,0,T1,generator_only
CASE_0196,QA_013,1,1,T1,generator_only
CASE_0197,QA_013,1,1,T1,generator_only
CASE_0198,QA_013,1,0,T1,generator_only
CASE_0199,QA_014,0,0,T1,generator_only
CASE_0200,QA_014,0,1,T1,generator_only
CASE_0201,QA_014,1,0,T1,generator_only
CASE_0202,QA_014,1,1,T1,generator_only
CASE_0203,QA_014,0,1,T1,generator_only
CASE_0204,QA_014,0,0,T1,generator_only
CASE_0205,QA_015,0,0,T1,generator_only
CASE_0206,QA_015,1,1,T1,generator_only
CASE_0207,QA_015,0,0,T1,generator_only
CASE_0208,QA_015,1,1,T1,generator_only
CASE_0209,QA_015,0,1,T1,generator_only
CASE_0210,QA_015,0,0,T1,generator_only
CASE_0211,QA_016,0,0,T1,generator_only
CASE_0212,QA_016,0,1,T1,generator_only
CASE_0213,QA_016,0,0,T1,generator_only
CASE_0214,QA_016,1,1,T1,generator_only
CASE_0215,QA_016,1,1,T1,generator_only
CASE_0216,QA_016,1,0,T1,generator_only
CASE_0217,QA_017,0,0,T1,generator_only
CASE_0218,QA_017,0,1,T1,generator_only
CASE_0219,QA_017,0,0,T1,generator_only
CASE_0220,QA_017,1,1,T1,generator_only
CASE_0221,QA_017,0,1,T1,generator_only
CASE_0222,QA_017,0,0,T1,generator_only
CASE_0223,QA_018,0,0,T1,generator_only
CASE_0224,QA_018,1,1,T1,generator_only
CASE_0225,QA_018,1,0,T1,generator_only
CASE_0226,QA_018,1,1,T1,generator_only
CASE_0227,QA_018,1,1,T1,generator_only
CASE_0228,QA_018,0,0,T1,generator_only
CASE_0229,QA_019,1,0,T1,generator_only
CASE_0230,QA_019,1,1,T1,generator_only
CASE_0231,QA_019,1,0,T1,generator_only
CASE_0232,QA_019,1,1,T1,generator_only
CASE_0233,QA_019,1,1,T1,generator_only
CASE_0234,QA_019,1,0,T1,generator_only
CASE_0235,QA_020,0,0,T1,generator_only
CASE_0236,QA_020,0,1,T1,generator_only
CASE_0237,QA_020,1,0,T1,generator_only
CASE_0238,QA_020,1,1,T1,generator_only
CASE_0239,QA_020,1,1,T1,generator_only
CASE_0240,QA_020,1,0,T1,generator_only
CASE_0241,EXP_001,0,0,T1,generator_only
CASE_0242,EXP_001,1,1,T1,generator_only
CASE_0243,EXP_001,1,0,T1,generator_only
CASE_0244,EXP_001,1,1,T1,generator_only
CASE_0245,EXP_001,1,1,T1,generator_only
CASE_0246,EXP_001,1,0,T1,generator_only
CASE_0247,EXP_002,0,0,T1,generator_only
CASE_0248,EXP_002,1,1,T1,generator_only
CASE_0249,EXP_002,1,0,T1,generator_only
CASE_0250,EXP_002,1,1,T1,generator_only
CASE_0251,EXP_002,1,1,T1,generator_only
CASE_0252,EXP_002,1,0,T1,generator_only
CASE_0253,EXP_003,1,0,T1,generator_only
CASE_0254,EXP_003,1,1,T1,generator_only
CASE_0255,EXP_003,1,0,T1,generator_only
CASE_0256,EXP_003,1,1,T1,generator_only
CASE_0257,EXP_003,1,1,T1,generator_only
CASE_0258,EXP_003,0,0,T1,generator_only
CASE_0259,EXP_004,0,0,T1,generator_only
CASE_0260,EXP_004,1,1,T1,generator_only
CASE_0261,EXP_004,1,0,T1,generator_only
CASE_0262,EXP_004,1,1,T1,generator_only
CASE_0263,EXP_004,1,1,T1,generator_only
CASE_0264,EXP_004,0,0,T1,generator_only
CASE_0265,EXP_005,1,0,T1,generator_only
CASE_0266,EXP_005,1,1,T1,generator_only
CASE_0267,EXP_005,1,0,T1,generator_only
CASE_0268,EXP_005,1,1,T1,generator_only
CASE_0269,EXP_005,1,1,T1,generator_only
CASE_0270,EXP_005,1,0,T1,generator_only
CASE_0271,EXP_006,1,0,T1,generator_only
CASE_0272,EXP_006,1,1,T1,generator_only
CASE_0273,EXP_006,1,0,T1,generator_only
CASE_0274,EXP_006,1,1,T1,generator_only
CASE_0275,EXP_006,1,1,T1,generator_only
CASE_0276,EXP_006,0,0,T1,generator_only
CASE_0277,EXP_007,1,0,T1,generator_only
CASE_0278,EXP_007,1,1,T1,generator_only
CASE_0279,EXP_007,1,0,T1,generator_only
